id,reporte_id,tipo_trabajo,descripcion,prioridad,materiales,observaciones_materiales,created_at,updated_at
1042,1042,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2024-03-10 06:29:00,2024-03-11 05:29:00
1043,1043,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2024-03-21 19:13:00,2024-03-23 07:13:00
1044,1044,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2024-03-19 16:18:00,2024-03-20 13:18:00
1045,1045,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2024-03-20 16:32:00,2024-03-22 07:32:00
1046,1046,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2024-03-17 13:14:00,2024-03-20 06:14:00
1047,1047,reparacion,Es necesario reparar el sistema dañado,urgente,,Verificar stock en bodega,2024-03-22 04:27:00,2024-03-23 02:27:00
1048,1048,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2024-03-21 18:34:00,2024-03-24 16:34:00
1049,1049,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2024-03-21 09:36:00,2024-03-21 13:36:00
1050,1050,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,Verificar stock en bodega,2024-03-21 18:56:00,2024-03-21 20:56:00
1051,1051,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2024-03-23 14:04:00,2024-03-26 05:04:00
1052,1052,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2024-03-17 19:30:00,2024-03-19 01:30:00
1053,1053,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2024-03-23 10:47:00,2024-03-25 21:47:00
1054,1054,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,Verificar stock en bodega,2024-03-21 05:32:00,2024-03-23 14:32:00
1055,1055,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2024-03-17 21:39:00,2024-03-19 14:39:00
1056,1056,mantenimiento,Realizar mantenimiento preventivo,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-03-22 01:04:00,2024-03-23 19:04:00
1057,1057,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",,2024-03-22 00:14:00,2024-03-24 05:14:00
1058,1058,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,Verificar stock en bodega,2024-03-17 05:24:00,2024-03-17 07:24:00
1059,1059,mantenimiento,Realizar mantenimiento preventivo,normal,,,2024-03-17 15:41:00,2024-03-19 15:41:00
1060,1060,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2024-03-22 16:19:00,2024-03-23 20:19:00
1061,1061,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,Verificar stock en bodega,2024-03-21 08:55:00,2024-03-22 00:55:00
1062,1062,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2024-03-23 21:25:00,2024-03-24 19:25:00
1063,1063,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2024-03-27 01:29:00,2024-03-29 06:29:00
1064,1064,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2024-03-26 18:52:00,2024-03-29 15:52:00
1065,1065,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2024-03-24 20:45:00,2024-03-26 13:45:00
1066,1066,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,,2024-03-27 22:37:00,2024-03-30 02:37:00
1067,1067,instalacion,Hay que ir a instalar una nueva conexión,baja,,Verificar stock en bodega,2024-03-27 05:52:00,2024-03-29 00:52:00
1068,1068,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2024-03-25 18:48:00,2024-03-26 01:48:00
1069,1069,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",,2024-03-24 04:02:00,2024-03-24 16:02:00
1070,1070,reparacion,Es necesario reparar el sistema dañado,baja,Antena de 5GHz,Verificar stock en bodega,2024-03-29 06:43:00,2024-03-31 10:43:00
1071,1071,reparacion,Es necesario reparar el sistema dañado,normal,,,2024-03-29 17:08:00,2024-04-01 10:08:00
1072,1072,reparacion,Es necesario reparar el sistema dañado,urgente,,,2024-03-28 07:38:00,2024-03-29 07:38:00
1073,1073,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,,2024-03-26 10:20:00,2024-03-28 21:20:00
1074,1074,mantenimiento,Realizar mantenimiento preventivo,urgente,"Router TP-Link, Cable UTP",,2024-03-28 10:24:00,2024-03-31 03:24:00
1075,1075,instalacion,Hay que ir a instalar una nueva conexión,normal,,,2024-03-26 21:58:00,2024-03-29 00:58:00
1076,1076,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,Verificar stock en bodega,2024-03-25 20:04:00,2024-03-28 12:04:00
1077,1077,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2024-03-28 09:27:00,2024-03-31 07:27:00
1078,1078,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2024-03-31 04:39:00,2024-03-31 09:39:00
1079,1079,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2024-03-29 15:35:00,2024-03-29 18:35:00
1080,1080,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2024-04-02 04:35:00,2024-04-04 03:35:00
1081,1081,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,,2024-04-04 11:23:00,2024-04-06 15:23:00
1082,1082,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2024-04-07 08:47:00,2024-04-07 09:47:00
1083,1083,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,,2024-04-05 01:51:00,2024-04-06 18:51:00
1084,1084,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,,2024-04-03 05:08:00,2024-04-05 14:08:00
1085,1085,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2024-03-31 04:47:00,2024-04-02 06:47:00
1086,1086,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2024-04-05 13:31:00,2024-04-06 15:31:00
1087,1087,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2024-03-31 07:30:00,2024-04-02 21:30:00
1088,1088,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,Verificar stock en bodega,2024-04-01 06:20:00,2024-04-03 21:20:00
1089,1089,configuracion,Configurar nuevamente el equipo,urgente,,,2024-04-05 10:53:00,2024-04-06 13:53:00
1090,1090,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,,2024-04-03 23:48:00,2024-04-06 17:48:00
1091,1091,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-07 05:33:00,2024-04-09 14:33:00
1092,1092,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2024-04-02 12:13:00,2024-04-03 22:13:00
1093,1093,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-05 15:14:00,2024-04-07 07:14:00
1094,1094,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-03-31 14:48:00,2024-04-01 11:48:00
1095,1095,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2024-04-06 05:13:00,2024-04-07 00:13:00
1096,1096,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2024-04-04 20:14:00,2024-04-07 19:14:00
1097,1097,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-03 17:59:00,2024-04-03 22:59:00
1098,1098,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2024-04-09 23:43:00,2024-04-12 09:43:00
1099,1099,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2024-04-07 03:07:00,2024-04-08 17:07:00
1100,1100,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2024-04-10 13:34:00,2024-04-11 20:34:00
1101,1101,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,Verificar stock en bodega,2024-04-07 16:57:00,2024-04-10 10:57:00
1102,1102,configuracion,Configurar nuevamente el equipo,baja,,Verificar stock en bodega,2024-04-08 01:46:00,2024-04-09 05:46:00
1103,1103,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2024-04-12 21:02:00,2024-04-15 19:02:00
1104,1104,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,,2024-04-21 01:08:00,2024-04-22 05:08:00
1105,1105,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,Verificar stock en bodega,2024-04-14 19:15:00,2024-04-15 10:15:00
1106,1106,instalacion,Hay que ir a instalar una nueva conexión,baja,,Verificar stock en bodega,2024-04-15 17:15:00,2024-04-17 18:15:00
1107,1107,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-16 05:56:00,2024-04-16 10:56:00
1108,1108,mantenimiento,Realizar mantenimiento preventivo,normal,,Verificar stock en bodega,2024-04-17 17:01:00,2024-04-20 02:01:00
1109,1109,instalacion,Hay que ir a instalar una nueva conexión,normal,,,2024-04-20 18:22:00,2024-04-20 20:22:00
1110,1110,configuracion,Configurar nuevamente el equipo,urgente,,Verificar stock en bodega,2024-04-21 01:07:00,2024-04-21 07:07:00
1111,1111,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2024-04-18 01:05:00,2024-04-19 10:05:00
1112,1112,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2024-04-20 23:08:00,2024-04-23 03:08:00
1113,1113,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2024-04-14 19:38:00,2024-04-17 00:38:00
1114,1114,mantenimiento,Realizar mantenimiento preventivo,normal,,,2024-04-14 11:26:00,2024-04-14 20:26:00
1115,1115,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,Verificar stock en bodega,2024-04-18 12:47:00,2024-04-20 17:47:00
1116,1116,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2024-04-21 01:37:00,2024-04-22 20:37:00
1117,1117,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,Verificar stock en bodega,2024-04-19 15:54:00,2024-04-19 21:54:00
1118,1118,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,Verificar stock en bodega,2024-04-25 13:12:00,2024-04-27 05:12:00
1119,1119,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-24 14:06:00,2024-04-25 23:06:00
1120,1120,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2024-04-26 09:50:00,2024-04-27 11:50:00
1121,1121,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-25 09:28:00,2024-04-26 03:28:00
1122,1122,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",,2024-04-26 22:39:00,2024-04-26 23:39:00
1123,1123,mantenimiento,Realizar mantenimiento preventivo,urgente,"Router TP-Link, Cable UTP",,2024-04-28 00:03:00,2024-04-29 19:03:00
1124,1124,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,,2024-04-23 05:06:00,2024-04-24 04:06:00
1125,1125,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,,2024-05-01 15:34:00,2024-05-03 11:34:00
1126,1126,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2024-04-30 22:51:00,2024-05-03 21:51:00
1127,1127,configuracion,Configurar nuevamente el equipo,urgente,,,2024-05-01 22:15:00,2024-05-02 21:15:00
1128,1128,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-30 20:57:00,2024-05-02 05:57:00
1129,1129,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,,2024-05-04 01:14:00,2024-05-06 02:14:00
1130,1130,configuracion,Configurar nuevamente el equipo,normal,,Verificar stock en bodega,2024-05-01 16:27:00,2024-05-03 03:27:00
1131,1131,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,Verificar stock en bodega,2024-05-05 00:17:00,2024-05-05 13:17:00
1132,1132,mantenimiento,Realizar mantenimiento preventivo,urgente,"Router TP-Link, Cable UTP",,2024-04-29 00:17:00,2024-04-30 00:17:00
1133,1133,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2024-05-02 02:01:00,2024-05-04 09:01:00
1134,1134,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-05-04 19:07:00,2024-05-06 15:07:00
1135,1135,reparacion,Es necesario reparar el sistema dañado,baja,Modem Huawei,Verificar stock en bodega,2024-05-02 23:59:00,2024-05-05 05:59:00
1136,1136,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2024-05-03 01:13:00,2024-05-04 20:13:00
1137,1137,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2024-05-01 13:42:00,2024-05-04 04:42:00
1138,1138,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2024-05-02 10:33:00,2024-05-02 17:33:00
1139,1139,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-29 06:58:00,2024-05-01 22:58:00
1140,1140,mantenimiento,Realizar mantenimiento preventivo,alta,,,2024-05-01 21:40:00,2024-05-02 11:40:00
1141,1141,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2024-05-03 13:44:00,2024-05-03 23:44:00
1142,1142,instalacion,Hay que ir a instalar una nueva conexión,baja,Switch de 8 puertos,,2024-04-29 13:36:00,2024-04-30 11:36:00
1143,1143,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,Verificar stock en bodega,2024-05-01 08:20:00,2024-05-03 05:20:00
1144,1144,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-05-03 05:38:00,2024-05-03 19:38:00
1145,1145,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2024-05-05 09:14:00,2024-05-08 03:14:00
1146,1146,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,Verificar stock en bodega,2024-05-03 20:46:00,2024-05-06 13:46:00
1147,1147,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",,2024-05-01 14:08:00,2024-05-01 18:08:00
1148,1148,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-04-29 13:33:00,2024-05-01 11:33:00
1149,1149,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2024-05-04 07:09:00,2024-05-06 13:09:00
1150,1150,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,,2024-05-03 15:26:00,2024-05-04 13:26:00
1151,1151,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2024-05-04 13:19:00,2024-05-06 21:19:00
1152,1152,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2024-05-01 16:05:00,2024-05-03 16:05:00
1153,1153,reparacion,Es necesario reparar el sistema dañado,baja,Antena de 5GHz,Verificar stock en bodega,2024-05-08 09:45:00,2024-05-10 03:45:00
1154,1154,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2024-05-08 03:37:00,2024-05-10 04:37:00
1155,1155,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2024-05-11 02:56:00,2024-05-13 19:56:00
1156,1156,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2024-05-08 17:19:00,2024-05-09 06:19:00
1157,1157,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",,2024-05-10 14:20:00,2024-05-11 21:20:00
1158,1158,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,,2024-05-06 17:49:00,2024-05-07 05:49:00
1159,1159,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",,2024-05-08 10:06:00,2024-05-08 22:06:00
1160,1160,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2024-05-11 15:20:00,2024-05-11 16:20:00
1161,1161,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2024-05-05 12:59:00,2024-05-06 05:59:00
1162,1162,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2024-05-09 03:18:00,2024-05-10 14:18:00
1163,1163,reparacion,Es necesario reparar el sistema dañado,baja,Switch de 8 puertos,Verificar stock en bodega,2024-05-07 17:47:00,2024-05-10 07:47:00
1164,1164,configuracion,Configurar nuevamente el equipo,urgente,,,2024-05-09 03:53:00,2024-05-11 21:53:00
1165,1165,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2024-05-10 21:12:00,2024-05-12 03:12:00
1166,1166,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-05-07 08:29:00,2024-05-07 14:29:00
1167,1167,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2024-05-07 13:35:00,2024-05-10 13:35:00
1168,1168,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",,2024-05-10 06:25:00,2024-05-11 06:25:00
1169,1169,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,Verificar stock en bodega,2024-05-06 07:20:00,2024-05-07 20:20:00
1170,1170,reparacion,Es necesario reparar el sistema dañado,normal,Antena de 5GHz,Verificar stock en bodega,2024-05-08 00:00:00,2024-05-09 05:00:00
1171,1171,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2024-05-09 19:11:00,2024-05-12 04:11:00
1172,1172,mantenimiento,Realizar mantenimiento preventivo,alta,,,2024-05-05 12:52:00,2024-05-08 07:52:00
1173,1173,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2024-05-07 21:35:00,2024-05-09 23:35:00
1174,1174,reparacion,Es necesario reparar el sistema dañado,baja,Modem Huawei,Verificar stock en bodega,2024-05-08 03:56:00,2024-05-08 07:56:00
1175,1175,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2024-05-11 02:29:00,2024-05-11 21:29:00
1176,1176,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2024-05-17 06:21:00,2024-05-19 18:21:00
1177,1177,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2024-05-14 04:53:00,2024-05-14 07:53:00
1178,1178,reparacion,Es necesario reparar el sistema dañado,normal,,,2024-05-16 21:35:00,2024-05-16 23:35:00
1179,1179,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2024-05-16 19:47:00,2024-05-17 08:47:00
1180,1180,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",,2024-05-16 06:46:00,2024-05-18 13:46:00
1181,1181,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,,2024-05-14 23:43:00,2024-05-15 13:43:00
1182,1182,reparacion,Es necesario reparar el sistema dañado,alta,,Verificar stock en bodega,2024-05-13 14:44:00,2024-05-14 13:44:00
1183,1183,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2024-05-17 17:57:00,2024-05-18 02:57:00
1184,1184,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2024-05-12 18:09:00,2024-05-13 17:09:00
1185,1185,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,Verificar stock en bodega,2024-05-17 20:00:00,2024-05-20 13:00:00
1186,1186,reparacion,Es necesario reparar el sistema dañado,baja,Antena de 5GHz,Verificar stock en bodega,2024-05-15 20:57:00,2024-05-17 04:57:00
1187,1187,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2024-05-23 21:07:00,2024-05-26 19:07:00
1188,1188,instalacion,Hay que ir a instalar una nueva conexión,baja,"Router TP-Link, Cable UTP",,2024-05-23 07:49:00,2024-05-25 15:49:00
1189,1189,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-05-21 12:56:00,2024-05-22 21:56:00
1190,1190,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,,2024-05-22 04:48:00,2024-05-23 02:48:00
1191,1191,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2024-05-20 13:15:00,2024-05-22 19:15:00
1192,1192,instalacion,Hay que ir a instalar una nueva conexión,baja,"Router TP-Link, Cable UTP",,2024-05-20 09:08:00,2024-05-21 02:08:00
1193,1193,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",,2024-05-25 15:48:00,2024-05-26 01:48:00
1194,1194,reparacion,Es necesario reparar el sistema dañado,normal,,Verificar stock en bodega,2024-05-20 07:22:00,2024-05-20 11:22:00
1195,1195,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,,2024-05-23 17:17:00,2024-05-25 17:17:00
1196,1196,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2024-05-25 02:26:00,2024-05-26 13:26:00
1197,1197,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2024-05-21 22:18:00,2024-05-24 16:18:00
1198,1198,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2024-05-26 11:04:00,2024-05-26 19:04:00
1199,1199,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2024-05-29 06:55:00,2024-05-30 23:55:00
1200,1200,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,Verificar stock en bodega,2024-06-01 11:46:00,2024-06-03 17:46:00
1201,1201,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,,2024-05-30 14:57:00,2024-06-02 00:57:00
1202,1202,reparacion,Es necesario reparar el sistema dañado,urgente,,,2024-05-31 07:44:00,2024-06-02 01:44:00
1203,1203,configuracion,Configurar nuevamente el equipo,baja,,Verificar stock en bodega,2024-06-01 19:57:00,2024-06-04 19:57:00
1204,1204,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,,2024-05-30 20:43:00,2024-06-02 02:43:00
1205,1205,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2024-05-29 08:34:00,2024-05-30 07:34:00
1206,1206,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-05-30 17:41:00,2024-05-31 02:41:00
1207,1207,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,Verificar stock en bodega,2024-05-28 14:02:00,2024-05-30 17:02:00
1208,1208,mantenimiento,Realizar mantenimiento preventivo,alta,,,2024-05-29 14:47:00,2024-05-31 15:47:00
1209,1209,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2024-05-29 20:06:00,2024-05-30 09:06:00
1210,1210,reparacion,Es necesario reparar el sistema dañado,normal,Antena de 5GHz,Verificar stock en bodega,2024-05-29 18:37:00,2024-05-30 22:37:00
1211,1211,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2024-06-02 03:52:00,2024-06-02 14:52:00
1212,1212,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2024-06-09 02:13:00,2024-06-10 09:13:00
1213,1213,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2024-06-03 02:02:00,2024-06-03 16:02:00
1214,1214,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2024-06-06 17:23:00,2024-06-07 05:23:00
1215,1215,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2024-06-07 13:57:00,2024-06-10 12:57:00
1216,1216,instalacion,Hay que ir a instalar una nueva conexión,alta,Switch de 8 puertos,,2024-06-05 05:21:00,2024-06-06 11:21:00
1217,1217,reparacion,Es necesario reparar el sistema dañado,normal,Antena de 5GHz,,2024-06-16 00:41:00,2024-06-17 09:41:00
1218,1218,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,,2024-06-10 14:01:00,2024-06-11 00:01:00
1219,1219,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2024-06-10 16:52:00,2024-06-11 03:52:00
1220,1220,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2024-06-10 23:45:00,2024-06-11 20:45:00
1221,1221,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,,2024-06-12 04:47:00,2024-06-13 02:47:00
1222,1222,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2024-06-17 20:59:00,2024-06-18 22:59:00
1223,1223,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2024-06-18 15:49:00,2024-06-20 07:49:00
1224,1224,mantenimiento,Realizar mantenimiento preventivo,baja,Antena de 5GHz,,2024-06-20 05:02:00,2024-06-21 15:02:00
1225,1225,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2024-06-17 12:47:00,2024-06-19 05:47:00
1226,1226,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,,2024-06-17 03:30:00,2024-06-20 03:30:00
1227,1227,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2024-06-20 16:48:00,2024-06-22 03:48:00
1228,1228,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2024-06-21 06:33:00,2024-06-23 02:33:00
1229,1229,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2024-06-22 07:08:00,2024-06-23 05:08:00
1230,1230,reparacion,Es necesario reparar el sistema dañado,baja,Modem Huawei,,2024-06-23 00:50:00,2024-06-23 11:50:00
1231,1231,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2024-06-19 00:54:00,2024-06-19 14:54:00
1232,1232,reparacion,Es necesario reparar el sistema dañado,alta,,,2024-06-17 18:16:00,2024-06-18 07:16:00
1233,1233,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",,2024-06-17 17:20:00,2024-06-18 14:20:00
1234,1234,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2024-06-18 14:24:00,2024-06-19 04:24:00
1235,1235,reparacion,Es necesario reparar el sistema dañado,normal,,,2024-06-19 06:35:00,2024-06-21 20:35:00
